emoticon_code,description
✽ฅ(•́ᆽ•̀๑),con mèo
✽ฅʕ¯ᴥ¯ʔ,con gấu
✽ฅʕᵔᴥᵔ ʔ,con gấu
✽ฅʕ◕ᴥ◕ʔ,con gấu
✽•*`*•.¸¸.•*`*•.¸¸✽•*`*•.¸¸.•*`*•.¸¸✽,hoa
✽⊂(・U・⊂),hoa
✽◟(●∀●)◞✽,đội cổ vũ
✽◟(●◡●)◞✽,đội cổ vũ
✽◟(●◡●)◞✽✽-(≧U≦˶)/✽,đội cổ vũ
✾ ◕ ‿ ◕ ✾,hoa
✾(〜 ☌ω☌)〜✾,hoa
✾U✾,hoa
✾◕ ‿ ◕✾,hoa
✾◕ ‿ ◕✾),hoa
✾꒡ .̮ ꒡✾,hoa
✿  ✿   (✿⁰⌣⁰)❤(•́⌣•̀)♥・.。.:✿  ✿,hoa
✿  ✿  (°ω◑)☞ξ(✿ ❛‿❛)ξ♥・.。.:✿  ✿,hoa
✿ (ꈍЗꈍ )🍮(✿･ิᗜ･ิ)🍨♥❤️,hoa
✿ Follow R5ღ✔,hoa
"✿ ´♥✿   *•✿🐝   Ƹ̵̡Ӝ̵̨̄Ʒ   •✿ ƸӜƷ *•✿🐝
✿•*¨`*•¨`*•✿
.. ✿•*¨`*•.¸•´*¨`*•✿ ♥✿ ••´♥✿ Ƹ̵̡Ӝ̵̨̄Ʒ
✿ ♥…♥ •.¸.•´♥✿ Ƹ̵̡Ӝ̵̨̄Ʒ",bươm bướm
✿ ʕ •ᴥ•ʔ,con gấu
✿ ◕ ‿ ◕ ✿,hoa
"✿ ♥…•.¸.•´♥✿ Ƹ̵̡Ӝ̵̨̄ƷƸӜƷ •✿  •✿ ƸӜƷ 
✿•*¨`*•. (¯`v´¯)  .•*¨`*•✿
.. ✿•*¨`*•.¸•´*¨`*•✿ ♥✿ ••´♥✿ Ƹ̵̡Ӝ̵̨̄Ʒ
✿ ♥…♥ •.¸.•´♥✿ Ƹ̵̡Ӝ̵̨̄Ʒ",bươm bướm
✿ ♥‿♥ ✿,hoa
✿ ✿(✿´°‿°)つ━☆・*。(≧◡≦),hoa
✿ ✿(✿˘³˘)(◕ε◕˶ )・*。(≧◡≦),hoa
✿(* ＾)(＾ *)✿,hoa
✿(TT ﹏ TT%)✿,hoa
✿(°ᴥ°U),chó
✿(´ᴗ`  ),hoa
✿(´•㉨•`∪),chó
✿(´′♡ꈍωꈍ♡‵´)✿,chó
✿(˘ ∀ ˘◍),hoa
✿(ᴗ_ ᴗ。),hoa
✿(ᵒ˵U˵ᵒ🌸),hoa
✿(ᵒ˵◡˵ᵒ🌸),hoa
✿(ᵒ◡˵ᵒ🌸),hoa
✿(ᵒ◡ᵒ🌸),hoa
✿(ᵔᴥᵔU),chó
✿(ᵔ㉨ᵔ✿),con gấu
✿(•//.//• ),hoa
✿(•////• ),hoa
✿(•//U//• ),hoa
✿(•//ᴗ//• ),hoa
✿(•//‿//• ),hoa
✿(•ᴗ•◍ ),hoa
✿(•‿•◍ ),hoa
✿( ❛ ♡ ❛ )✿,hoa
✿(⁄❤️ ⁄ • ⁄3⁄ • ⁄ ❤️⁄)✿,hoa
✿(⁰̈ᴥ⁰̈U),chó
✿(≗ﻌ≗^),con mèo
✿(◉ᴥ◉U),chó
✿(●ᴥ●U),chó
✿(◔◡◉),hoa
✿(◕ᴗ◕◍ ),hoa
✿(◦ꈍЗ(´˘ᴗ˘`)✿,hoa
✿(◦ꈍЗ(•ᴗ•◍ )✿,hoa
✿(◦ꈍЗ(✿◕▿◕)✿,hoa
✿(✿ - ∇  -✿ )✿,hoa
✿(❛ᴗ❛❁),hoa
"✿*,(*´◕ω◕`*)+✿.*",hoa
✿*´¯`✿✿*´¯`✿✿*´¯`✿✿*´¯`✿,hoa
✿*ﾟ¨ﾟ✎･ ✿ .｡.:* *.:｡✿*ﾟ¨ﾟ✎･✿.｡.:* ♡LOVE♡LOVE♡ ✿*ﾟ¨ﾟ✎･ ✿.｡.:*,hoa
✿*ﾟ¨ﾟ✎･ ✿.｡.:* *.:｡✿*ﾟ¨ﾟ✎･✿.｡.:* ♡LOVE♡LOVE♡ ✿*ﾟ¨ﾟ✎･ ✿.｡.:*,hoa
✿/ (ㅇㅅㅇ❀)＼,con thỏ
✿/ᐠ^ᆽ^≈ᐟ \,con mèo
✿/ᐠ≗ᆽ≗oᐟ \∫,con mèo
✿/ᐠ≗ᆽ≗●ᐟ \∫,con mèo
✿/ᐠ╹ᆽ╹≈ᐟ \,con mèo
✿/ᐠ●ᆽ●≈ᐟ \,con mèo
✿/ᐠ◕ᆽ●≈ᐟ \,con mèo
✿/ᐠ◕ᆽ◕≈ᐟ \,con mèo
✿/ᐠ◕ᆽ◕ﾐᐟ \,con mèo
✿/ᐠ・ᆽ・ᐟ \,con mèo
✿/ᐠ・ᆽ・≈ᐟ \,con mèo
✿/ᐠ・ᆽ・●ᐟ \,con mèo
✿/ᐠ｡ᆽ｡ﾐᐟ \,con mèo
✿/ᐠ｡ꞈ｡ﾐᐟ \,con mèo
✿/ᐠ･ᆽ･ᐟ \,con mèo
✿/ᐠ･ᆽ･ﾐᐟ \,con mèo
✿C(≧◡≦๑),hoa
✿\(•////• ),hoa
✿c(≧◡≦),hoa
✿c(≧◡≦๑),hoa
✿cʕ•́ ᴥ •̀cʔ,con gấu
✿cʕ•ᴥ•ʔ,con gấu
✿°•.¸¸.•° °•.¸¸.•°✿,hoa
✿Ŏ⌓Ŏ,hoa
✿Ŏ⌓Ŏ ( •́ ⍨ •̀) X📱X,hoa
✿Ŏ⌓Ŏ)📱      📱(˘0˘˶☆) ♥,hoa
✿Ŏ⌓Ŏ┯━| 🥃(◕o◕✿)🥃  ̑̑ノ(º₋ºノ),hoa
✿Ŏ⌓Ŏ┯━| 🥃٩( ′ㅂ`)و  ̑̑ノ(º₋ºノ),hoa
✿Ŏ⌓Ŏ︻デ═一      ヾ☆*。 ( •ω•  ),súng
✿Ƹ̵̡Ӝ̵̨̄Ʒ,bươm bướm
✿ʔ✿,hoa
✿ʕ ﾟᴥ ﾟ๑ʔ,con gấu
✿ʕoᴥo๑ʔ,con gấu
✿ʕ˘ᴥ˘`●ʔ,con gấu
✿ʕ˘ᴥ˘●ʔ,con gấu
✿ʕᵔᴥᵔ ❀ʔ,con gấu
✿ʕᵔᴥᵔ๑ʔ,con gấu
✿ʕᵔᴥꔸ๑ʔ,con gấu
✿ʕ•́ ᴥ •̀๑ʔ,con gấu
✿ʕ•ᴥ•`●ʔ,con gấu
✿ʕ•㉨•`˵ʔ,con gấu
✿ʕ•㉨•`●ʔ,con gấu
✿ʕ╹ ᴥ╹๑ʔ,con gấu
✿ʕ╹ᴥ╹๑ʔ,con gấu
✿ʕ◕ᴥ◕ʔ✿,con gấu
✿ʕ❛ᴥ❛๑ʔ,con gấu
✿ʕꔸᴥꔸ๑ʔ,con gấu
✿ʚ(*´꒳`*)ɞ,hoa
✿˃̣̣̥∧˂̣̣̥,hoa
✿˃̣̣̥╭╮˂̣̣̥,hoa
✿˃̣̣̥ヘ˂̣̣̥,hoa
✿˘̩̩̩̩̩̩╭╮˘̩̩̩̩̩̩,hoa
✿˘̩̩̩̩̩⌓˘̩̩̩̩̩̩,hoa
✿˘̩̩̩̩̩︿˘̩̩̩̩̩̩,hoa
✿ԅ( ˘ ω ˘ԅ ),hoa
✿ڿڰۣ,hoa
✿ڿڰۣ—,hoa
✿ڿڰۣ—),hoa
"✿ڿڰۣ—,",hoa
✿ڿڰۣ｡,hoa
✿ฅ(=•㉨•=)∫,con mèo
✿ฅ(=≗㉨≗=),con mèo
✿ฅ(๑•́ᆽ•̀๑✿),con mèo
✿ฅ(•́ᆽ•̀๑),con mèo
✿ฅ(≗ᆽ≗^),con mèo
✿ฅ(≗ᆽ≗๑),con mèo
"✿ฅ/ᐠ｡,｡ᐟ✿\∫",con mèo
✿ฅ/ᐠ｡ꞈ｡ᐟ✿\∫,con mèo
✿ฅ^UﻌU^,con mèo
✿ฅ^uﻌu^,con mèo
✿ฅ^⇀ﻌ↼^,con mèo
✿ฅ^◕ﻌ◕^,con mèo
✿ฅʕ¯ᴥ¯ʔ,con gấu
✿ฅʕ❛㉨❛ʔ,con gấu
✿∘˚˳°∘°,hoa
✿⊂(´U`⊂),hoa
✿⊂(´o`⊂),hoa
✿⊂(´ω`⊂),hoa
✿⊂(⚝ ᆺ ♡⊂)✿,hoa
✿⊂(⚝ ᆺ ⚝⊂)✿ ♡,hoa
✿⊂(✴️ ᆺ ✴️⊂)✿,hoa
✿⊂(・U・⊂),hoa
✿⊂(・▽・⊂),hoa
✿⊂ʕ•ᴥ•⊂ʔ,con gấu
✿⊂ʕ♡ω♡⊂ʔ,con gấu
✿⊂ʕ♡∇♡⊂ʔ,con gấu
✿⊰✲⊱✿⊰✲⊱✿✿⊰✲⊱✿⊰✲⊱✿✿⊰✲⊱✿,hoa
✿⍲◡⍲,hoa
✿◉ں◉),hoa
✿◕ ‿ ◕✿,hoa
✿◕ ‿ ◕✿),hoa
✿◕‿◕✿,hoa
✿◝ʕ๑ᴥ๑ʔ◜✿,con gấu
✿◟( ˘ω˘◟),hoa
✿◟( ˘▾˘◟),hoa
✿◟(╹ω╹◟),hoa
✿◠‿◠,hoa
✿♡´･ᴗ･`♡✿,hoa
✿♡∘˚˳°∘°,hoa
✿♡⊂ʕ•ᴥ•⊂ʔ,con gấu
✿♡💌♡✿)💗,hoa
✿♥ ‿ ♥✿,hoa
✿♥‿♥✿,hoa
✿♥‿♥✿),hoa
✿♬♫♪(* ˘’▽  ˘)٩(˘  ◊  ˘)۶♬♩♪♩(>◒< )♪♫,hoa
✿♬ﾟ+.(｡◡‿◡)♪.+ﾟ♬✿。,hoa
✿⚅✿,hoa
✿✿♬♫♪(* ’▽  ’)٩(˘  ◊  ˘)۶♪♫♫✿✿✿,hoa
✿✿✿✿Ƹ̵̡Ӝ̵̨̄Ʒ✿✿✿✿,bươm bướm
✿✿✿✿♬♫♪(*’▽’)♪♫♫✿✿✿,hoa
✿✿✿✿✿✿✿✿✿✿✿✿✿✿(•́‿•̀๑,hoa
"✿❀✿
⊙‿⊙",hoa
✿❤✿❤✿❤✿❤✿❤✿❤✿,hoa
✿〜(❛ᴗ❛❁),hoa
✿・ω ・),hoa
✿ヽ(*´∀｀)ﾉﾟ,hoa
✿ヽ(o∀oヾ),hoa
✿ヽ(´o∀o｀)ﾉﾟ,hoa
✿ヽ(´o∀o｀๑)ﾉﾟ,hoa
✿ヾ(´｡•U•｡`)ﾉ,hoa
✿ヾ(՞ᗜ՞๑),hoa
✿ヾ(❛ᗜ❛๑),hoa
✿ヾ(❛ᴗ❛๑),hoa
✿ヾ(❛ᴗ❛○),hoa
✿ヾ(❛ᴗ❛❁),hoa
✿ヾ(⪰ᗜ⪯๑),hoa
✿乂◕‿◕乂,hoa
✿乂◕‿◕乂⁺ლ(╹◡╹ლ)⁼❧❧❧,hoa
✿︻デ═一  🔫  ⌐╦╦═─ヾ☆*。 ( •ω•  ),súng
✿＼(｡-_-｡),hoa
❀ ◕ ‿ ◕ ❀,hoa
❀(ᵔ//ᴥ//ᵔU),chó
❀(ᵔ//ᴥ//•U),chó
❀(’ ⌣ ˉ✿),hoa
❀(≧◡≦),hoa
❀(≧◡≦✿),hoa
❀(◕∀◕ ),hoa
❀(◕㉨◕✿),con gấu
❀U❀,hoa
❀\(◕∀◕ ),hoa
❀cʕ•ᴥ•cʔ,con gấu
❀ʕ´•㉨•`˵ʔ,con gấu
❀ʕ´•㉨•`●ʔ,con gấu
❀ʕᵔ//ᴥ//ᵔ ʔ,con gấu
❀ʕᵔ/ᴥ//ᵔ ʔ,con gấu
❀ʕᵔ/ᴥ/ᵔ ʔ,con gấu
❀ʕᵔᴥᵔ ʔ,con gấu
❀ʕᵔᴥᵔʔ,con gấu
❀ʕᵔᴥᵔʔ❀,con gấu
❀ʕ•ᴥ•oʔ,con gấu
❀ʕ•ᴥ•ʔ,con gấu
❀ʕ•㉨•`˵ʔ,con gấu
❀ʕ•㉨•`●ʔ,con gấu
❀ܓ(｡◠ ꇴ ◠｡ ),hoa
❀ஐ,hoa
❀ฅʕ-ᴥ-ʔ,con gấu
❀ฅʕ·ᴥ·ʔ,con gấu
❀ฅʕ⁰̈ᴥ⁰̈❀ʔ,con gấu
❀ฅʕ♥ᴥ♥ʔ,con gấu
❀ฅʕ♥ᴥ♥๑ʔ,con gấu
❀‿❀,hoa
❀⊂ʕ•ᴥ•ʔ,con gấu
❀⊂ʕ•ᴥ•⊂ʔ,con gấu
❀◕ ‿ ◕❀,hoa
❀◕ ‿ ◕❀,hoa
❀◝(⁰▿⁰)◜❀,hoa
❀◝(≧o≦)◜❀,hoa
❀◝(≧v≦)◜❀,hoa
❀◝(≧ω≦)◜❀,hoa
❀◝(≧‿≦)◜❀,hoa
❀◝(≧∀≦)◜❀,hoa
❀◝(≧∇≦)◜❀,hoa
❀◝(≧▿≦)◜❀,hoa
❀◝(≧ﻬ≦)◜❀,hoa
❀☽,hoa
❀♥ᴗ♥,hoa
❀✿＊*,hoa
❀❀❀ʕᵔᴥᵔ  ʔ❀❀❀,con gấu
❀❀❀ʕᵔᴥᵔ ʔ❀❀❀,con gấu
❀❀❀ʕᵔᴥᵔʔ❀❀❀,con gấu
❀❀❀❀❀ᵔᴥᵔ❀❀❀❀❀,hoa
❀❀❀❀❀❀❀❀❀❀,hoa
❀ヽ(o∀oヾ),hoa
❀ヽ(o⌣oヾ),hoa
❀ヽ(o◡oヾ),hoa
❀ヾ(´°ᗜ°｀❀),hoa
❁(^≗ω≗^),con mèo
❁(´ U ` ✿),hoa
❁(´ ᴗ ` ✿),hoa
❁(´ ꒳ ` ✿),hoa
❁(´•㉨•`∪),chó
❁(´•㉨•`▼),chó
❁(Ő.Ő๑),hoa
❁(Ő_Ő๑),hoa
❁(ŐᴗŐ๑),hoa
❁(Ő◡Ő๑),hoa
❁(ˆuˆ˶✽),hoa
❁(ˆ◡ˆ˶✽),hoa
❁(˘_˘๑),hoa
❁(˘ᵕ˘๑),hoa
❁(˵ ͡~◞  ͡°˵),hoa
❁(Θ(ｴ)Θ*),con gấu
❁(ᵔ(ｴ)ᵔ*),con gấu
❁(ᵔ(ｴ)ᵔ✿),con gấu
❁(ᵔᴥᵔU),chó
❁(•́ ω •̀ ),hoa
❁(•́//ω//•̀ ),hoa
❁(•́/ω//•̀ ),hoa
❁(≧ᗜ≦ ),hoa
❁(╹◡╹`)ɞ,hoa
❁(╹◡╹`*)ɞ,hoa
❁(╹◡╹`o)ɞ,hoa
❁(╹◡╹`✿)ɞ,hoa
❁(╹◡╹o`)ɞ,hoa
❁(╹㉨╹ﾐ),con mèo
❁(●ω●❀),hoa
❁(●ᴥ●U),chó
❁(●ᴥ●U)♡,chó
❁(♡˘3˘(´ U ` ✿),hoa
❁(♡˘3˘(´ ᴗ ` ✿),hoa
❁(♡˘3˘(´ ▽ ` ✿),hoa
❁(♡˘³˘(´ ᴗ ` ✿),hoa
❁(✿˘³˘(´ ᴗ ` ✿),hoa
❁/ᐠ˘ᴥ˘oᐟ \,chó
❁/ᐠ˘ᴥ˘๑ᐟ \,con mèo
❁/ᐠ˘ᴥ˘✿ᐟ \,con mèo
❁/ᐠ˘㉨˘✿ᐟ \,con mèo
❁_❁,hoa
❁c(◕ᴗ◕˶✿),hoa
❁c(◕ᴗ◕✿),hoa
❁cʕ•́ ᴥ •̀cʔ,con gấu
❁cʕ•ᴥ•cʔ,con gấu
❁ºัᗜºั)   (╯°□°)--︻╦╤─ - - -,súng
❁ʕˆᴥˆ˶ʔ,con gấu
❁ʕˆᴥˆ๑ʔ,con gấu
❁ʕᵔ//ᴥ//ᵔʔ,con gấu
❁ʕ✧ᴥ✧˶ʔ,con gấu
❁ʕ￫ ᴥ ￩✿ʔ,con gấu
❁ฅ(=ටᆽට=),con mèo
❁ฅʕ¯ᴥ¯ʔ,con gấu
❁ฅʕ♥ᴥ♥oʔ,con gấu
❁ฅʕ♥ᴥ♥ʔ,con gấu
❁ᐟฅʕ♥ᴥ♥ʔ,con gấu
❁⊂ʕˆᴥˆ๑ʔ,con gấu
❁⊂ʕ•ᴥ•๑ʔ,con gấu
❁⊂ʕ•ᴥ•⊂ʔ,con gấu
❁◕  ‿  ◕❁,hoa
❁◕ ‿ ◕❁,hoa
❁◕ ‿ ◕❁),hoa
❂.❂,ngạc nhiên
❂❂♬((ﾐ´ω`ﾐ))(*◕‿◕*)(≧^◡^≦)sing❂❂,con mèo
❃ႣᄎႣ❃,con gấu
❃ᄎ❃ˀ,con gấu
❅(  ╹ਊ╹ )❅,giáng sinh
❅((╥.╥✿),hoa
❅⛷ ⛷❅,giáng sinh
❆(੭ु ◜◡‾)੭ु⁾❆,mỉm cười
❆(ง • ̀_ • ́) ง❆,trận đánh
❆Building a snowman~(✿◕ᴗ◕)ﾉ₍⁽ˊᵕˋ⁾₎❆,hoa
❆❅❉,giáng sinh
❆❆❅❉ Ty Luvs Christmas ☃☃☃❅❅❆❆,giáng sinh
❆🏄❆,bãi biển
❇ ❈ ❅ ❄ ❆,giáng sinh
❇V.❆E❆L❆E❆M❆E❆N❆T❆Z❇,mỉm cười
❐ ‿ ❑,mỉm cười
❐‿❑,mỉm cười
❐‿❑),mỉm cười
❖-🍻 -❖,uống
❚█══█❚,uốn cong
"❚█══█❚,",uốn cong
❛̃ᴗ❛̃,mỉm cười
❛ॕ̀ੇ≀ ̼❛ॕ̀ੇ˵,đỏ mặt
❛ᴗ❛,mỉm cười
❞♪┏(・o･)┛♪┗ ( ･o･) ┓♪❞,khiêu vũ
❣(oᴥoU),chó
❣(ᵔ/ᴥ/ᵔU),chó
❣(●∀●)❣,mỉm cười
❣(づ ￣ ³￣) づ❣,hôn
❣◕ ‿ ◕❣,mỉm cười
❣️,trái tim
❣🍕(oᴥoU),chó
❣🐶❣,chó
❤ (ɔˆ ³(ˆ▿ˆc) ❤,trái tim
❤ (ɔˆз(ˆ⌣ˆc),trái tim
❤ (ɔˆз(ˆ⌣ˆ🌸c) ❤,hoa
❤ (ɔ🌸ˆз(ˆ⌣ˆ🌸c),hoa
❤ ⊂ʕ•ᴥ•⊂ʔ,con gấu
❤( ˆ‿ˆ),trái tim
❤(`˘ε˘`๑),trái tim
❤(o◡o❁),hoa
❤(ɔˆ ³(ˆ▿ˆc),trái tim
❤(ɔˆ ³(ˆ▿ˆc)❤,trái tim
❤(ɔ◠3◠(˘ε˘`๑),trái tim
❤(ˆ0ˆ),trái tim
❤(ˆ0ˆԅ),trái tim
❤(ˆoˆԅ),trái tim
❤(ˆ‿ˆԅ),trái tim
❤(˘ε˘`๑),trái tim
❤(˘ε˘˶ຈ),đỏ mặt
❤(˘ε˘˶♥),đỏ mặt
❤(˘ε˘❁),hoa
❤(•ᴗ• ),trái tim
❤(•ᴗ•◍ ),trái tim
❤(•ᴗ•◍-),trái tim
❤(′ꈍ∀ꈍ‵),đỏ mặt
❤(⁰U⁰๑),trái tim
❤(⁰o⁰๑),trái tim
❤(⁰⌣⁰๑),trái tim
❤(⁰▽⁰๑),trái tim
❤(⁰◡⁰๑),trái tim
❤(≧ε≦),trái tim
❤(≧ε≦●),trái tim
❤(≧ω≦),trái tim
❤(≧ω≦)(˘ε˘˶♥),đỏ mặt
❤(≧▼≦○),trái tim
❤(≧▼≦○〃),đỏ mặt
❤(◍´´＞ε＜´´ ◍)❤,trái tim
❤(◍•ʖ•◍)❤,đỏ mặt
❤(●ω●❀),hoa
❤(◕U◕❀),hoa
❤(◕ε◕❀),hoa
❤(◕ᴗ◕❀),hoa
❤(♡ε♡),trái tim
❤(✧ω✧),trái tim
❤(✧ω✧)(o◡o✿),hoa
❤(✧ω✧)(◕ε◕❀),hoa
❤(✿• ̀з•́) 人 (•ᴗ•  )❤,hoa
❤(っ ´ω`c) ❤,trái tim
❤(っ○U○)っ(˘ε˘`๑),trái tim
❤(っ○‿○)っ(˘ε˘`๑),trái tim
❤(っ○∀○)っ(˘U˘`๑),trái tim
❤(っ○∀○)っ(˘ε˘`๑),trái tim
❤(っ○∀○)っU(o•×•)U,con thỏ
❤(っ○∀○)っU(♥•×•)U,con thỏ
❤(ꈍ∀ꈍ‵),đỏ mặt
❤(･ิ▿･ิo),trái tim
❤(･ิ▿･ิ๑),trái tim
❤(･ิ▿･ิ○),trái tim
❤(･ิ▿･ิ●),trái tim
❤),trái tim
❤+✂=:(,trái tim
❤-,trái tim
❤/ᐠ≚ᄌ≚✿ᐟ \,con mèo
❤/ᐠ≚ᴥ≚✿ᐟ \,con mèo
❤/ᐠ≚⋏≚✿ᐟ \,con mèo
❤D✵a✵n✵i✵ツ❤D✵a✵n✵i✵ツ,trái tim
❤U❤,trái tim
❤_(:3 」∠)_,trái tim
❤o❤,trái tim
❤²,trái tim
❤ʕ ·ᴥ· ✿ʔʕ•ᴥ•✿ʔ,con gấu
❤ʕ•ᴥ•oʔ,con gấu
❤ʕ•ᴥ•ʔ,con gấu
❤ʕ•ᴥ•⚈ʔ,con gấu
❤ʕ•ᴥ•✿ʔ,con gấu
❤ω❤,trái tim
❤༼✖╭╮✖༽❤,trái tim
❤༼✩✖ᴗ✖✩༽,trái tim
❤⃛ヾ(๑❛ ▿ ◠๑ ),đỏ mặt
❤⊂(・▽・⊂),trái tim
❤⊂ʕ•ᴥ•⊂ʔ,con gấu
❤☁👼☁❤,trái tim
❤♡♥♡Ⓣⓔ ⓐⓜⓞ♡♥♡❤,trái tim
❤✿ڿڰۣ—❤,hoa
❤❤❤❤❤❤❤,trái tim
❤ヽ(0ヮ0ヾ),trái tim
❤ヽ(0ヮoヾ),trái tim
❤ヽ(o.oヾ),trái tim
❤ヽ(oUoヾ),trái tim
❤ヽ(o∀o`ヽ●),trái tim
❤ヽ(o▿oヾ),trái tim
❤ヽ(oヮoヾ),trái tim
❤ヽ(∀`ヽ●),trái tim
❤︎⁄⁄꒰* ॢꈍ◡ꈍ ॢ꒱*˚‧,đỏ mặt
❤︎⁄⁄꒰* ॢꈍ◡ꈍ ॢ꒱.* ˚‧,đỏ mặt
❤︎⁄⁄꒰* ॢꈍ◡ꈍ ॢ꒱.*˚‧,đỏ mặt
❤️,trái tim
❤️      ❤️ 🍎❦🍏d(╹ᗜ╹🌸),hoa
❤️      ❤️🍍 🍎🍏d(╹ᗜ╹🌸),hoa
❤️    (ˊ•-•ˋ)  ❤️  🤡❤️d(╹ᗜ╹🌸),chú hề
❤️    ε=(｡ﾉ･ω･ )ﾉ           ❤️(ღ˘⌣˘ღ) ･*:.｡,đang chạy
❤️ (•́ ω •̀ ),trái tim
❤️ (•́ ω •̀),trái tim
❤️ (•́ ω •̀๑ ),trái tim
❤️ (•́ ω •̀๑),trái tim
❤️ (◕␣ ~❀),hoa
❤️ (◦ꈍЗ(✿･ิᗜ･ิ)🍨♥❤️,hoa
❤️( °ー°) 🍹🍍   🍍🍏 🍹(╹ᗜ╹🌸)❤️,hoa
❤️( •ω• ✿ ),hoa
❤️(=UܫU=)∫,con mèo
❤️(=＾ ● ⋏ ● ＾=),con mèo
❤️(^ᴗ^❁),hoa
❤️(^ᴗ❛❁),hoa
❤️(v ^ー°)    🥗❤️🍍 🍎🍏d(╹ᗜ╹🌸),hoa
❤️(v ^ー°) 🥛🍍   🍍🍏 🥛(╹ᗜ╹🌸),hoa
❤️(´0∀0｀),trái tim
❤️(´o∀o｀),trái tim
❤️(´∀｀),trái tim
❤️(˘ᴗ˘❁),hoa
❤️(˘◡˘๑),trái tim
❤️(˘◡˘❁),hoa
❤️(ᵔ/ᴥ/ᵔU),chó
❤️(ᵔ㉨ᵔo),con gấu
❤️(•́ _ •̀),trái tim
❤️(•́ o •̀),trái tim
❤️(•́ ñ •̀),trái tim
❤️(•́ ω •̀ ),trái tim
❤️(•́ ω •̀๑ ),trái tim
❤️(•ω• ),trái tim
❤️(•ω• ✿ ),hoa
❤️(•ω• ✿),hoa
❤️(•ω•✿),hoa
❤️(≧ε≦✿),hoa
❤️(≧ε≦❁),hoa
❤️(╹㉨╹ﾐ),con mèo
❤️(╹㉨╹ﾐ)∫,con mèo
❤️(╹㉨╹ﾐ)ﾉ,con mèo
❤️(❛ᴗ^❁),hoa
❤️(❛ᴗ❛❁),hoa
❤️(❛◡❛✿),hoa
❤️(꒡◡꒡✿),hoa
❤️(＾ ● ⋏ ● ＾=),con mèo
❤️(･ิ0･ิ) 🎣 🐟          (°))<<  ( ఠ్ᗣఠ్ ),cá
❤️.❤️(|❤️| _ |❤️|)❤️.❤️,trái tim
❤️.❤️.❤️(|°| _ |°|)❤️.❤️.❤️,trái tim
❤️\(•́ o •̀),trái tim
❤️\(•́ u •̀),trái tim
❤️\(•́ ω •̀),trái tim
❤️cʕ•ᴥ•cʔ,con gấu
❤️ʕ ノ)ᴥ(ヾ ʔ,con gấu
❤️ʕ≚ᴥ≚๑ʔ,con gấu
❤️ฅ(=ටᆽට=),con mèo
❤️ฅ(=❛ᆽ❛=),con mèo
❤️ฅʕ¯ᴥ¯ʔ,con gấu
❤️ (˘▽˘✿)❤️,hoa
❤️ (˘▽˘✿⋆)❤️,hoa
❤️ ̿(˘▽˘✿⋆)❤️,hoa
❤️‍🔥,trái tim
❤️‍🩹,trái tim
❤️⊂(•U•⊂),trái tim
❤️◝(⁰▿⁰)◜,trái tim
❤️◝(⁰▿⁰˖)◜,trái tim
❤️♡ (╹╹✿),hoa
❤️❁(˘◡˘ ),hoa
❤️ヾ(ゝ▽╹✿),hoa
❤️＼(´∀｀),trái tim
❤️＼_(´∀｀),trái tim
❤️🎂  🎈  (ˊ•-•ˋ)  ❤️ 🎈 🤡d(╹ᗜ╹🌸),chú hề
❤👄❤,trái tim
❤🚲❤,trái tim
❤🥧 ❤,trái tim
❥( ◜3‾) (‾⊱◝ ),trái tim
❥( ◜3‾)(‾⊱◝ ),trái tim
❥(◕ε◕*),trái tim
❥(☞ﾟヮﾟ)☞ ☜(ﾟヮﾟ☜)❥,trái tim
❥᷁)͜͡˒  ⋊,cá
❥᷁)͜͡˒ ⋊,cá
❥☻💍☻❥,trái tim
❥유❥♫,trái tim
❥💏❥,trái tim
❦🔫❦,súng
➡️,bắn cung
➤ᕙ (⇀‸↼ ‶) ᕗ➤,uốn cong
➤🍈 ➤,đồ ăn
➧🥃➧,uống
➳(๑♡.♡)(◕ω◕✿),hoa
➳(๑♡∇♡),trái tim
➳(๑♡∇♡)(˶◕ω◕˶✿),hoa
➳(๑♡∇♡)(◕ω◕˶✿),hoa
➳(๑♡∇♡)(◕ω◕✿),hoa
➳(๑♡∇♡)(♡ᴗ♡✿),hoa
"➳- ,,-",dơi_vampires
➳~(๑♡∇♡),trái tim
➳~(๑♡∇♡)(˘U˘๑),đỏ mặt
➳~(๑♡∇♡)(♡ᴗ♡✿),hoa
➳~(๑♡∇♡)(✿˘U˘),hoa
➳~(๑♡∇♡๑),đỏ mặt
➳~~♥,trái tim
➳~♥,trái tim
➳~♥(๑♡∇♡๑),đỏ mặt
➳┬─┬ノ(ಠ_ಠノ),table_upright
➳╭( ๐_๐)╮,ngạc nhiên
➳♥,trái tim
➳♥:),trái tim
➳♥ᕗ,trái tim
➳❤️,trái tim
➴୧༼ಠ益ಠ༽︻╦╤─➴,súng
➴🎣➴,cá
➸🏹➸,bắn cung
⠏🐰⠹,con thỏ
⤜ (@ ω @) ⤏ʘ,bắn cung
⤜ (ⱺ ʖ̯ⱺ) ⤏,bắn cung
"⤜ (ⱺ ʖ̯ⱺ) ⤏""",bắn cung
⤜(  ͌ヮ  ͌)⤏,bắn cung
⤜(  ͯᗜ  ͯ)⤏,bắn cung
⤜( º U º )⤏,bắn cung
⤜( º ᗜ º )⤏,bắn cung
